1,5,1,8,1,5,1,8,4,3,4,3,1,1,1,6,1,5,1,8,1,5,1,8,4,3,4,3,1,1,1,6
1,6,1,9,1,6,1,9,1,1,1,1,1,2,1,7,1,6,1,9,1,6,1,9,1,1,1,1,1,2,1,7
0,0,1,8,0,0,1,8,0,0,7,6,0,0,1,6,0,0,1,8,0,0,1,8,0,0,7,6,0,0,1,6
0,0,1,9,0,0,1,9,0,0,1,1,0,0,1,7,0,0,1,9,0,0,1,9,0,0,1,1,0,0,1,7
0,0,0,0,1,7,1,7,0,0,0,0,1,1,1,6,0,0,0,0,1,7,1,7,0,0,0,0,1,1,1,6
0,0,0,0,1,8,1,8,0,0,0,0,1,2,1,7,0,0,0,0,1,8,1,8,0,0,0,0,1,2,1,7
0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,6
0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,7
0,0,0,0,0,0,0,0,4,3,4,3,1,1,1,6,0,0,0,0,0,0,0,0,4,3,4,3,1,1,1,6
0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,7,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,7
0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,6
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,7,2,1,3,2,1,7,1,7,2,1,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,8,1,1,1,1,1,8,1,8,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,1,2,0,0,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,3,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,2,1,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,1,3,5,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
6,5,1,2,6,5,1,2,1,6,1,6,1,8,1,3,6,5,1,2,6,5,1,2,1,6,1,6,1,8,1,3
1,1,1,3,1,1,1,3,1,7,1,7,1,9,1,4,1,1,1,3,1,1,1,3,1,7,1,7,1,9,1,4
